,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Sex_F,Sex_I,Sex_M
967,1.5125,1.2,0.4375,33.12639075,13.65028425,6.53455975,10.092422,9,True,False,False
968,0.6375,0.475,0.1875,2.45223175,0.97805775,0.58116475,0.7087375,5,False,True,False
969,1.15,0.85,0.225,10.886208,5.08873525,1.927766,3.118445,8,False,True,False
970,1.3,1.025,0.3625,18.313777,8.40562675,4.52174525,4.6776675,9,False,True,False
971,1.5875,1.225,0.3875,32.4601775,13.53688625,8.60407325,8.94426725,9,True,False,False
972,1.3875,1.1375,0.45,27.158821,8.391452,5.5281525,11.056305,14,True,False,False
973,1.1375,0.8375,0.2625,11.49572225,4.9611625,2.608154,3.35941575,8,False,True,False
974,1.725,1.375,0.4875,50.3770615,21.8007655,10.77281,12.20445975,11,False,False,True
975,1.6,1.2125,0.3625,32.13415825,15.66309875,7.10154975,8.54737425,11,True,False,False
976,1.1,0.8125,0.275,14.07552675,7.314171,3.38776525,3.04757125,8,False,True,False
977,0.675,0.5125,0.125,2.381358,0.850485,0.52446575,0.8221355,6,False,True,False
978,0.9,0.6875,0.1875,6.25106475,2.79242575,1.247378,1.871067,7,False,True,False
979,0.9375,0.7,0.25,7.27164675,3.30271675,1.65844575,2.05533875,12,False,True,False
980,1.4,1.1125,0.3875,24.76328825,8.51902475,5.9250455,7.7961125,16,False,True,False
981,0.8,0.6,0.1875,4.91863825,2.154562,1.00640725,1.417475,7,False,True,False
982,1.175,0.9375,0.3,13.8062065,5.556502,2.8066005,3.8271825,8,False,True,False
983,1.6375,1.3625,0.4625,49.8667705,19.46193175,8.8733935,15.5071765,11,True,False,False
984,1.75,1.4375,0.5125,50.95822625,20.68096025,11.15552825,14.64251675,13,True,False,False
985,0.4,0.3,0.05,0.510291,0.21262125,0.12757275,0.1417475,4,False,True,False
986,1.4125,1.0,0.325,19.77377625,8.71747125,4.72019175,5.10291,8,True,False,False
987,1.4375,1.175,0.375,32.36095425,12.79979925,5.783298,11.3398,13,False,False,True
988,1.15,0.9,0.2625,13.210867,6.30776375,2.8066005,3.118445,7,False,True,False
989,1.2625,1.1,0.35,23.45921125,9.68135425,5.25883225,6.7755305,8,False,False,True
990,1.35,1.0125,0.3875,27.54153925,9.14271375,5.499803,8.221355,19,False,False,True
991,1.15,0.8625,0.3,11.77921725,5.613201,2.50893075,3.0333965,7,False,True,False
992,1.6,1.275,0.425,38.88133925,16.0741665,8.7032965,11.5949455,10,False,False,True
993,1.6125,1.3125,0.5,41.0784255,17.0380495,7.27164675,14.3164975,13,True,False,False
994,0.7875,0.575,0.175,3.24601775,1.304077,0.66621325,1.09145575,5,False,True,False
995,1.375,1.0375,0.4375,29.540179,9.34116025,6.59125875,8.23552975,15,False,False,True
996,1.2875,0.925,0.2875,17.42076775,9.68135425,4.3941725,4.139027,9,False,False,True
997,1.575,1.2125,0.4125,34.9549335,18.61144675,6.56290925,8.60407325,10,False,False,True
998,1.15,0.8875,0.275,11.7650425,6.0951425,2.324659,3.685435,12,False,False,True
999,1.45,1.175,0.4125,29.5118295,15.30873,4.706017,7.9095105,9,False,False,True
1000,1.4375,1.075,0.3875,22.55202725,9.87980075,5.45727875,6.23689,9,True,False,False
1001,1.575,1.2375,0.475,33.04134225,15.195332,5.99591925,4.60679375,10,True,False,False
1002,1.65,1.275,0.4125,46.42230625,21.78659075,10.04989775,11.12717875,14,False,False,True
1003,1.625,1.2875,0.4625,38.96638775,21.262125,5.11708475,10.4609655,12,False,False,True
1004,1.4375,1.125,0.3625,22.5378525,10.319218,4.26659975,7.37087,10,False,True,False
1005,1.55,1.2,0.375,35.890467,17.81766075,7.29999625,8.7599955,12,False,False,True
1006,1.6125,1.3,0.425,33.9343515,14.911837,8.29222875,8.9867915,11,True,False,False
1007,1.3125,0.9875,0.325,21.64484325,9.56795625,4.03980375,6.3786375,8,False,False,True
1009,1.1,0.8625,0.3,13.8062065,5.57067675,3.061746,4.53592,14,False,True,False
1010,1.2125,0.925,0.325,12.984071,5.1312595,3.2034935,3.855532,10,False,True,False
1011,1.2875,0.9875,0.3375,28.5479465,13.380964,7.07320025,7.144074,8,False,False,True
1012,1.5,1.2125,0.4375,35.93299125,14.16057525,7.98038425,10.77281,13,False,False,True
1013,1.3125,1.0625,0.35,24.76328825,11.92096475,5.159609,6.30776375,10,True,False,False
1014,1.375,1.1625,0.375,26.535132,13.6361095,4.932813,6.90310325,9,False,True,False
1015,1.0875,0.8,0.3,10.73028575,4.309124,2.59397925,3.5436875,11,True,False,False
1016,1.35,1.1875,0.3875,34.5013415,15.03940975,8.71747125,9.63883,16,True,False,False
1017,1.7,1.3,0.4375,43.7432785,21.33299875,9.9506745,10.602713,11,False,False,True
1018,1.175,0.875,0.3125,12.23280925,5.386405,3.30271675,3.33106625,6,False,True,False
1019,1.0375,0.775,0.225,7.98038425,3.52951275,1.74349425,2.4097075,6,False,True,False
1020,1.1875,0.8875,0.2625,13.267566,5.6982495,3.16096925,3.40194,8,False,True,False
1021,1.175,0.875,0.3375,16.0741665,6.56290925,4.15320175,4.32329875,11,False,True,False
1022,1.475,1.1375,0.4375,27.385617,11.0846545,6.95980225,8.788345,10,True,False,False
1023,1.4125,1.1375,0.375,23.26076475,10.3475675,4.5075705,7.37087,18,True,False,False
1024,1.15,0.9125,0.2875,14.4865945,6.70465675,3.345241,3.4869885,7,False,True,False
1025,1.0125,0.75,0.275,9.07184,4.876114,1.247378,2.6365035,7,False,True,False
1026,1.1375,0.925,0.3125,12.2753335,5.6982495,3.58621175,4.1106775,9,False,True,False
1027,1.5625,1.2,0.425,38.34269875,17.67591325,7.881161,10.3475675,10,True,False,False
1028,1.4375,1.125,0.4125,27.37144225,14.118051,5.386405,6.520385,8,False,False,True
1029,1.1625,0.8875,0.2625,13.59358525,6.4353365,3.515338,3.5436875,8,False,False,True
1030,1.525,1.075,0.35,25.7696955,12.417081,5.6699,6.23689,8,True,False,False
1031,0.825,0.6125,0.2125,4.8477645,1.85689225,1.03475675,1.5592225,11,False,False,True
1032,1.5375,1.3125,0.3875,32.24755625,10.4042665,6.690482,10.489315,20,False,False,True
1033,0.925,0.7,0.2625,6.633783,2.56562975,1.65844575,2.1262125,9,False,False,True
1034,1.2875,0.95,0.3375,18.75319425,8.15048125,5.93922025,4.3941725,10,False,False,True
1035,1.2,0.9375,0.2875,19.17843675,9.08601475,3.01922175,4.819415,6,False,False,True
1036,1.325,1.0375,0.375,22.04173625,6.7188315,4.01145425,9.355335,20,True,False,False
1037,1.6625,1.3,0.4375,38.90968875,17.179797,9.07184,11.1980525,12,False,False,True
1038,0.4625,0.325,0.1125,0.8221355,0.340194,0.21262125,0.26932025,4,False,True,False
1039,1.2375,0.8875,0.3,14.07552675,6.066793,2.96252275,4.23825025,8,False,True,False
1040,0.8375,0.625,0.2,4.7343665,1.91359125,0.92135875,1.63009625,6,False,True,False
1041,1.6,1.2125,0.4625,40.24211525,19.09338825,9.82310175,9.22776225,11,True,False,False
1042,1.5375,1.3125,0.3875,29.44095575,12.1052365,6.56290925,9.7805775,11,True,False,False
1043,1.675,1.3125,0.5,49.34230475,17.59086475,8.4198015,18.6256215,11,False,False,True
1044,0.8625,0.65,0.225,5.8683465,2.19708625,1.23320325,2.16873675,10,True,False,False
1045,1.0625,0.8375,0.25,11.58077075,4.97533725,2.608154,3.8271825,9,False,False,True
1046,1.3,1.0,0.3125,19.46193175,8.3631025,4.86193925,5.2446575,9,True,False,False
1047,1.5875,1.25,0.45,35.62114675,15.2803805,8.278054,9.922325,10,True,False,False
1048,1.5875,1.2625,0.425,35.81959325,14.514944,9.128539,10.0640725,9,True,False,False
1049,1.75,1.5,0.575,56.7840485,22.97726975,11.46737275,16.31513725,10,False,False,True
1050,1.1875,0.8875,0.3375,13.53688625,6.08096775,2.551455,4.06815325,8,False,True,False
1051,1.6,1.25,0.425,31.75144,14.04717725,7.49844275,9.07184,12,True,False,False
1052,1.0875,0.8125,0.3,9.808927,4.5075705,2.381358,2.6932025,7,False,True,False
1053,1.3,1.0125,0.35,23.17571625,7.92368525,5.1879585,7.37087,17,True,False,False
1054,1.025,0.7875,0.2375,7.95203475,3.231843,0.97805775,3.118445,7,False,True,False
1055,1.45,1.1125,0.375,27.00289875,12.23280925,5.51397775,8.1363065,11,False,False,True
1056,1.675,1.35,0.4875,45.8978405,20.97863,9.36950975,13.1825175,11,True,False,False
1057,1.2125,0.8875,0.325,16.4710595,6.9456275,3.742134,4.762716,12,False,True,False
1058,1.3375,1.125,0.3375,22.89222125,9.128539,5.1312595,7.087375,13,True,False,False
1059,1.275,0.975,0.2625,17.349894,5.3013565,4.252425,5.5281525,13,True,False,False
1060,1.45,1.125,0.375,26.08154,11.1413535,6.010094,8.20718025,9,True,False,False
1061,0.8625,0.675,0.275,6.05261825,2.324659,1.54504775,1.984465,7,False,True,False
1062,1.6125,1.2875,0.4375,45.68521925,19.12173775,10.886208,10.9145575,14,False,False,True
1063,1.475,1.1375,0.375,27.669112,13.1825175,5.82582225,7.83863675,10,True,False,False
1064,0.7,0.3,0.1875,3.3168915,1.28990225,0.8221355,0.97805775,4,False,True,False
1065,1.2625,1.1875,0.4,31.62386725,14.4298955,6.7755305,8.68912175,8,True,False,False
1066,1.4875,1.175,0.4125,28.78891725,13.9196045,5.40057975,8.1930055,9,True,False,False
1067,1.125,0.9125,0.2875,16.68368075,9.015141,3.4302895,3.75630875,8,True,False,False
1068,1.325,1.025,0.35,21.38969775,9.90815025,4.86193925,5.96756975,8,False,False,True
1069,1.275,1.0125,0.325,16.9813505,8.68912175,3.27436725,4.20990075,8,False,True,False
1070,1.2375,0.9375,0.2875,14.3731965,6.8322295,2.9199985,4.252425,8,False,True,False
1071,1.3125,1.075,0.3125,23.0481435,9.39785925,4.706017,5.03203625,12,True,False,False
1072,1.7375,1.3375,0.5,44.94813225,18.9091165,9.468733,13.3526145,11,True,False,False
1073,1.5375,1.2375,0.4,35.5786225,16.48523425,9.05766525,9.14271375,12,True,False,False
1074,1.0,0.7875,0.225,9.355335,4.2807745,1.927766,2.26796,6,False,True,False
1075,1.2375,0.9625,0.3375,20.0997955,5.9817445,3.89805625,7.427569,12,False,False,True
1076,1.625,1.275,0.4375,32.7436725,14.04717725,5.74077375,10.9145575,12,False,False,True
1077,1.525,1.225,0.425,33.38153625,16.03164225,6.76135575,8.3631025,15,True,False,False
1078,1.425,1.1375,0.3875,23.586784,10.16329575,4.932813,7.8528115,11,False,False,True
1079,1.125,0.8375,0.35,13.551061,5.28718175,3.2601925,4.53592,11,False,False,True
1080,1.325,1.1,0.5125,23.6718325,9.07184,6.16601625,6.9456275,14,False,False,True
1081,1.4625,1.125,0.375,26.591831,13.2392165,5.7549485,6.3786375,7,True,False,False
1082,1.3625,0.975,0.3375,22.21183325,11.97766375,5.14543425,4.422522,7,False,False,True
1083,1.15,0.9,0.3375,17.30736975,5.54232725,3.0333965,6.6621325,14,False,False,True
1084,1.1375,0.8875,0.3,12.74310025,5.0178615,2.948348,4.252425,9,True,False,False
1085,0.9875,0.7625,0.2625,8.051258,3.21766825,1.68679525,2.67902775,8,False,True,False
1086,1.15,0.95,0.325,18.1153305,8.50485,4.32329875,4.53592,11,True,False,False
1087,1.525,1.2125,0.4125,30.8159065,12.06271225,6.577084,10.77281,11,True,False,False
1088,0.8125,0.6,0.1875,4.309124,1.8427175,0.86465975,1.2757275,6,False,True,False
1089,1.45,1.15,0.35,23.51591025,11.09882925,4.6776675,6.747181,10,False,True,False
1090,1.2625,0.9875,0.3125,18.0019325,8.221355,4.40834725,4.9611625,9,False,False,True
1091,1.5,1.15,0.3875,18.86659225,8.0796075,4.2240755,7.6260155,11,False,False,True
1092,1.3,1.075,0.375,20.638436,8.561549,4.46504625,6.6621325,11,True,False,False
1093,1.2375,0.925,0.3,16.839603,7.93786,3.118445,3.89805625,7,True,False,False
1094,1.1875,0.9125,0.3,15.025235,7.10154975,2.76407625,4.60679375,10,False,True,False
1095,1.7625,1.375,0.525,40.78075575,18.5689225,9.22776225,13.097469,11,False,False,True
1096,1.375,1.075,0.375,23.81358,11.1980525,5.5281525,6.3219385,8,True,False,False
1097,0.925,0.725,0.225,6.8322295,3.118445,1.2757275,1.9561155,10,False,False,True
1098,0.675,0.5,0.2,3.41611475,1.31825175,0.793786,1.13398,6,False,False,True
1099,1.225,0.9375,0.2875,15.7906715,6.44951125,3.78465825,5.00368675,8,False,True,False
1100,1.4125,1.1,0.4,25.9397925,10.035723,5.48562825,9.07184,12,True,False,False
1101,1.375,1.025,0.3625,23.48756075,8.77417025,5.40057975,7.087375,13,True,False,False
1102,0.7,0.525,0.2125,3.01922175,1.1056305,0.83631025,0.850485,4,False,True,False
1103,1.4125,1.0875,0.3625,23.94115275,11.26892625,4.479221,7.2291225,9,False,True,False
1104,1.7125,1.275,0.4125,43.7999775,19.447757,10.70193625,11.49572225,10,False,False,True
1105,1.6125,1.3,0.4375,46.379782,22.0842605,9.695529,12.246984,11,False,False,True
1106,0.6875,0.5,0.1625,3.30271675,1.60174675,0.3685435,0.9922325,7,False,True,False
1107,1.6125,1.275,0.475,42.14153175,18.27125275,8.391452,12.0485375,12,False,False,True
1108,1.325,1.05,0.4625,21.318824,8.4765005,4.422522,5.8116475,20,False,True,False
1109,1.4625,1.1625,0.475,33.1972645,11.07047975,6.67630725,11.3398,17,False,False,True
1110,1.725,1.3875,0.5125,51.49686675,22.07008575,12.45960525,14.5999925,19,True,False,False
1111,1.175,0.9,0.25,13.33843975,4.63514325,2.5231055,3.92640575,8,True,False,False
1112,1.3375,1.05,0.375,20.87940675,7.89533575,5.273007,6.0951425,14,True,False,False
1113,1.4625,1.15,0.375,34.189497,16.4710595,6.123492,9.1568885,10,False,False,True
1114,1.4375,1.15,0.4625,31.014353,12.71475075,6.1518415,9.7805775,15,True,False,False
1115,1.575,1.25,0.4625,38.612019,16.40018575,8.85921875,10.886208,10,False,False,True
1116,1.4625,1.2,0.4625,29.48348,12.303683,7.5126175,8.0796075,10,False,False,True
1117,0.875,0.6625,0.2,5.6699,2.551455,1.190679,1.70097,7,False,True,False
1118,0.8875,0.6625,0.2125,5.6982495,1.9561155,1.5025235,1.97029025,8,False,False,True
1119,1.475,1.2125,0.3,25.8263945,11.056305,5.159609,8.221355,16,False,False,True
1120,1.6125,1.2375,0.475,43.6298805,17.33571925,11.566596,12.6155275,12,False,False,True
1121,1.725,1.325,0.525,44.8772585,20.85105725,11.4815475,10.95708175,12,False,False,True
1122,1.4625,1.1625,0.425,28.10852925,10.95708175,6.350288,7.5126175,12,True,False,False
1123,0.4125,0.2875,0.0375,0.41106775,0.15592225,0.0850485,0.1417475,4,False,True,False
1124,1.35,1.05,0.35,20.59591175,9.08601475,4.09650275,6.4920355,9,False,True,False
1125,1.6125,1.25,0.4375,36.457457,16.00329275,8.164656,10.942907,12,False,False,True
1126,1.5875,1.25,0.425,40.66735775,17.3215445,8.7599955,11.850091,12,False,False,True
1127,0.875,0.6375,0.1625,5.0745605,1.99863975,1.09145575,1.70097,10,False,False,True
1128,1.1,0.8625,0.325,12.74310025,5.9250455,2.36718325,3.798833,6,False,True,False
1129,1.8,1.4,0.45,44.97648175,19.5895045,10.6310625,12.54465375,11,False,False,True
1130,1.65,1.325,0.425,39.41997975,16.74037975,6.010094,12.8423235,15,False,False,True
1131,0.9125,0.675,0.1875,6.27941425,2.6932025,1.26155275,1.984465,6,False,True,False
1132,0.6125,0.45,0.1625,1.80019325,0.69456275,0.38271825,0.56699,4,False,False,True
1133,1.3375,1.025,0.375,22.97726975,9.7805775,5.3013565,6.80388,11,False,False,True
1134,0.375,0.25,0.0625,0.4252425,0.12757275,0.113398,0.1417475,2,False,True,False
1135,0.8875,0.65,0.225,5.45727875,2.1829115,1.077281,1.8427175,8,False,True,False
1136,0.9375,0.7125,0.225,6.7188315,3.005047,1.11980525,2.26796,8,False,True,False
1137,1.55,1.2125,0.3875,29.7386255,13.097469,6.5487345,7.087375,10,False,False,True
1138,0.8375,0.625,0.1875,5.17378375,1.99863975,1.247378,1.5592225,7,False,True,False
1139,1.3375,1.025,0.325,17.22232125,7.597666,3.47281375,5.59902625,9,False,True,False
1140,1.3625,1.075,0.35,23.586784,12.34620725,4.819415,5.6982495,9,True,False,False
1141,1.175,0.9,0.275,14.07552675,6.7188315,3.6003865,3.685435,6,True,False,False
1142,1.8625,1.425,0.5375,63.786375,32.78619675,12.643877,15.819021,9,True,False,False
1143,1.0375,0.7625,0.25,9.2135875,4.422522,1.43164975,2.5798045,6,False,False,True
1144,1.2125,0.9125,0.225,18.4555245,8.97261675,3.742134,5.10291,8,False,True,False
1145,1.6125,1.225,0.475,37.03862175,13.5794105,10.10659675,9.7805775,18,True,False,False
1146,1.65,1.3125,0.5125,38.73959175,14.18892475,8.2497045,11.623295,18,True,False,False
1147,1.0,0.75,0.225,7.98038425,3.35941575,1.7293195,2.26796,7,False,True,False
1148,1.3375,1.05,0.4,20.41164,7.7961125,4.649318,6.3786375,15,False,False,True
1149,1.3375,1.125,0.3375,20.638436,8.06543275,5.23048275,7.5126175,9,False,True,False
1150,1.1875,0.9375,0.325,14.67086625,5.88252125,3.30271675,4.819415,10,False,False,True
1151,1.675,1.325,0.5125,39.73182425,18.2287285,6.98815175,11.793392,12,True,False,False
1152,1.6125,1.225,0.4375,37.42134,18.49804875,6.73300625,9.59630575,11,False,False,True
1153,1.325,1.0625,0.325,20.3265915,5.99591925,4.706017,7.2291225,13,True,False,False
1154,0.8125,0.5,0.2,2.82077525,1.11980525,0.63786375,0.907184,8,False,True,False
1155,1.5375,1.25,0.4125,33.35318675,13.834556,6.917278,9.7805775,17,True,False,False
1156,1.5125,1.2125,0.4125,26.97454925,12.85649825,5.4714535,7.83863675,11,True,False,False
1157,0.7375,0.55,0.175,3.572037,1.45999925,0.77961125,0.9922325,6,False,True,False
1158,1.0875,0.9375,0.275,11.77921725,4.819415,2.154562,4.1106775,8,False,True,False
1159,1.2125,0.975,0.25,15.77649675,6.27941425,3.27436725,5.2446575,9,True,False,False
1160,1.3375,1.05,0.4,21.16290175,9.865626,4.29494925,6.19436575,10,False,False,True
1161,1.45,1.125,0.425,27.51318975,13.08329425,6.577084,7.030676,9,True,False,False
1162,1.5875,1.2,0.3625,33.4807595,18.8524175,6.4920355,6.3786375,10,False,False,True
1163,1.5,1.125,0.35,23.7285315,10.489315,5.0178615,6.87475375,10,True,False,False
1164,1.0625,0.8125,0.2875,10.44679075,4.592619,2.45223175,2.96252275,7,False,True,False
1165,1.525,1.0625,0.3875,29.72445075,14.3731965,5.54232725,7.767763,11,False,True,False
1166,1.4,1.075,0.3625,25.457851,11.04213025,6.59125875,6.9456275,9,True,False,False
1167,1.5875,1.2375,0.3875,38.65454325,16.5277585,8.46232575,8.3631025,10,False,False,True
1168,0.4125,0.3,0.125,0.5953395,0.21262125,0.12757275,0.396893,3,False,True,False
1169,1.4875,1.15,0.35,24.153774,11.94931425,6.39281225,6.4353365,9,False,False,True
1170,0.75,0.55,0.2,3.55786225,1.5592225,0.75126175,1.1056305,6,False,True,False
1171,1.3125,1.1,0.375,23.88445375,10.44679075,5.62737575,6.80388,12,True,False,False
1172,1.65,1.3625,0.4625,37.42134,15.03940975,7.47009325,12.8990225,16,False,False,True
1173,1.4375,1.125,0.4125,26.12406425,9.28446125,6.3786375,7.257472,12,False,False,True
1174,1.225,1.05,0.3125,17.2648455,6.7755305,4.06815325,6.23689,14,False,False,True
1175,1.5625,1.25,0.425,31.14192575,13.16834275,6.23689,10.035723,9,False,False,True
1176,0.7375,0.5625,0.225,3.13261975,1.14815475,0.69456275,0.907184,7,False,True,False
1177,0.325,0.2375,0.0875,0.29766975,0.1417475,0.18427175,0.09922325,4,False,True,False
1178,1.5375,1.1875,0.475,40.63900825,20.73765925,8.6465975,9.31281075,9,False,False,True
1179,1.35,1.0125,0.375,21.50309575,8.7032965,5.88252125,5.386405,10,False,True,False
1180,0.9625,0.7,0.3125,6.917278,2.891649,1.077281,2.4097075,6,False,True,False
1181,1.2625,1.0,0.3375,20.4966885,10.6877615,4.2240755,5.046211,7,False,False,True
1182,1.1625,0.875,0.3125,13.664459,6.520385,3.005047,3.10427025,6,True,False,False
1183,1.2375,0.95,0.3,14.514944,6.6054335,3.41611475,3.855532,7,False,True,False
1184,1.0625,0.8125,0.3375,10.829509,4.15320175,2.2396105,3.96893,12,True,False,False
1185,1.4375,1.15,0.4125,27.14464625,13.65028425,5.51397775,6.690482,10,True,False,False
1186,1.6875,1.375,0.4375,47.8823055,19.674553,10.5176645,13.437663,13,True,False,False
1187,1.35,0.9875,0.3375,18.58309725,7.66853975,4.3941725,5.443104,9,False,True,False
1188,1.7125,1.3625,0.45,50.121916,21.24795025,11.113004,13.7495075,16,True,False,False
1189,1.2,0.9125,0.325,15.03940975,6.81805475,3.6003865,3.9405805,8,False,False,True
1190,1.5625,1.2875,0.3875,32.98464325,13.82038125,7.3425205,10.0640725,11,True,False,False
1191,1.175,0.9375,0.2625,13.267566,4.72019175,3.061746,4.819415,10,False,True,False
1192,1.3375,1.0375,0.375,16.34348675,10.19164525,3.8271825,6.3786375,8,False,True,False
1193,1.325,1.0125,0.325,20.921931,8.06543275,4.819415,5.4714535,9,False,False,True
1194,1.025,0.75,0.25,8.5331995,3.515338,1.9561155,2.551455,9,False,False,True
1195,1.525,1.2,0.35,30.12134375,14.628342,6.3786375,8.26387925,11,False,False,True
1196,1.325,1.0625,0.275,20.9502805,6.7188315,4.5642695,8.3631025,13,False,False,True
1197,1.4,1.05,0.4875,22.92057075,8.57572375,5.08873525,8.0796075,14,False,False,True
1198,1.3,0.95,0.3375,16.51358375,7.10154975,4.43669675,4.9611625,8,False,False,True
1199,1.525,1.225,0.425,38.20095125,19.97222275,7.087375,8.63242275,11,True,False,False
1200,1.5375,1.175,0.3875,30.730858,16.68368075,5.9250455,6.973977,9,True,False,False
1201,1.0875,0.825,0.275,10.77281,4.29494925,2.67902775,3.118445,7,False,True,False
1202,1.6875,1.2875,0.3625,35.8621175,17.08057375,8.4765005,9.2135875,10,False,False,True
1203,1.2,0.95,0.3125,14.8267885,5.96756975,2.96252275,4.9611625,15,False,True,False
1204,1.85,1.5125,0.5,70.66112875,32.47435225,16.3009625,14.84096325,13,False,False,True
1205,1.3875,1.075,0.35,21.38969775,9.99319875,5.20213325,5.71242425,9,True,False,False
1206,0.8875,0.675,0.25,6.39281225,3.118445,1.190679,1.814368,7,False,True,False
1207,1.175,0.8875,0.3125,14.1464005,5.953395,2.79242575,4.3941725,8,False,True,False
1208,1.1875,0.9125,0.3,14.69921575,7.597666,3.10427025,3.86970675,8,False,True,False
1209,1.325,1.0625,0.325,21.50309575,9.2135875,5.5848515,5.8116475,8,True,False,False
1210,1.725,1.4,0.5375,48.7327905,19.27766,8.4765005,13.324265,17,True,False,False
1211,1.45,1.1375,0.3375,22.55202725,11.4815475,4.7343665,5.783298,10,False,False,True
1212,1.325,1.05,0.325,18.653971,8.391452,3.52951275,5.613201,8,False,True,False
1213,1.6125,1.275,0.3875,43.6298805,18.15785475,10.16329575,12.190285,11,False,False,True
1214,1.125,0.95,0.4125,23.14736675,7.087375,5.42892925,7.5126175,23,True,False,False
1215,1.575,1.1875,0.375,30.390664,12.2753335,8.43397625,8.9300925,8,True,False,False
1216,1.6,1.2625,0.3875,33.89182725,15.77649675,5.9817445,9.808927,11,False,False,True
1217,0.7375,0.525,0.2,2.83495,1.077281,0.737087,0.8788345,8,False,True,False
1218,1.0,0.775,0.275,8.901743,3.912231,1.6159215,2.83495,11,False,False,True
1219,1.5,1.175,0.4,28.689694,12.5021295,5.71242425,8.6465975,10,False,False,True
1220,1.2,0.975,0.3125,19.57532975,6.2085405,4.3941725,5.6699,12,True,False,False
1221,0.5375,0.375,0.1375,1.1623295,0.4252425,0.2551455,0.35436875,3,False,True,False
1222,1.575,1.2625,0.375,37.32211675,17.93105875,6.98815175,10.489315,11,False,False,True
1223,1.6375,1.325,0.475,40.483086,13.9763035,9.015141,16.0174675,18,True,False,False
1224,0.825,0.6375,0.2,5.8116475,2.53728025,1.11980525,1.5592225,7,False,True,False
1225,0.7,0.525,0.2,3.07592075,1.1623295,0.75126175,0.97805775,7,False,False,True
1226,1.2875,1.0,0.35,20.31241675,9.90815025,4.52174525,5.06038575,8,False,True,False
1227,1.275,1.0,0.35,19.57532975,7.3425205,4.2807745,6.520385,10,False,False,True
1228,0.9375,0.725,0.25,7.824462,3.33106625,1.60174675,2.4097075,9,False,False,True
1229,0.85,0.625,0.175,6.30776375,2.948348,1.20485375,1.5592225,7,False,True,False
1230,1.325,1.0375,0.325,19.674553,11.07047975,3.1467945,4.7343665,9,False,True,False
1231,1.35,1.05,0.3625,24.53649225,12.23280925,4.6209685,6.16601625,10,True,False,False
1232,0.6125,0.475,0.15,2.438057,1.190679,0.396893,0.7087375,4,False,True,False
1233,1.5,1.1625,0.3875,35.777069,17.70426275,6.95980225,9.355335,10,False,False,True
1234,0.825,0.575,0.2125,4.80524025,2.2396105,0.737087,1.43164975,6,False,True,False
1235,1.6875,1.3625,0.4625,49.25725625,24.834162,8.88756825,13.2959155,13,False,False,True
1236,1.5625,1.2875,0.375,35.19590425,14.84096325,8.68912175,10.20582,15,True,False,False
1237,0.8375,0.6375,0.2125,5.06038575,2.0128145,1.14815475,1.5592225,9,False,True,False
1238,1.4875,1.1875,0.3875,27.895908,13.79203175,5.216308,7.81028725,10,False,True,False
1239,1.6375,1.3125,0.45,39.745999,17.690088,8.32057825,10.3475675,13,False,False,True
1240,1.5375,1.2375,0.4125,33.962701,15.35125425,8.12213175,9.02931575,10,True,False,False
1241,1.0875,0.8375,0.25,9.34116025,3.6570855,1.984465,3.118445,7,False,True,False
1242,1.0625,0.825,0.2875,11.509897,4.63514325,2.2963095,3.84135725,8,True,False,False
1243,0.9625,0.7625,0.3125,8.901743,4.139027,1.57339725,2.26796,10,True,False,False
1244,1.5375,1.1875,0.4375,33.849303,15.8473705,7.3425205,8.97261675,11,True,False,False
1245,0.725,0.5625,0.1875,3.96893,1.45999925,0.66621325,1.13398,5,True,False,False
1246,1.6875,1.2625,0.4,43.431434,20.97863,10.1207715,10.81533425,11,False,False,True
1247,0.825,0.6125,0.1625,4.09650275,1.644271,0.907184,1.43164975,6,False,True,False
1248,1.4375,1.0875,0.375,22.8213475,8.3064035,4.60679375,7.654365,17,False,False,True
1249,1.6,1.2375,0.425,34.77066175,13.891255,10.6877615,8.15048125,11,True,False,False
1250,1.675,1.3125,0.4875,40.25629,16.2442635,10.432616,11.07047975,10,True,False,False
1251,0.9875,0.7375,0.225,8.57572375,4.0539785,1.88524175,2.16873675,5,False,True,False
1252,1.5125,1.225,0.35,27.65493725,11.8784405,5.839997,8.9300925,10,False,False,True
1253,1.075,0.875,0.225,11.2547515,4.46504625,2.5231055,3.40194,9,True,False,False
1254,0.825,0.625,0.2625,4.86193925,1.85689225,0.9922325,1.70097,7,False,True,False
1255,1.5125,1.1875,0.4375,30.504062,13.1258185,6.22271525,9.4970825,9,True,False,False
1256,1.225,0.925,0.2625,14.92601175,7.0590255,2.84912475,4.195726,7,True,False,False
1257,0.925,0.6625,0.1875,6.066793,2.551455,1.4458245,1.984465,6,False,False,True
1258,1.6125,1.275,0.3875,32.0065855,14.21727425,6.80388,9.695529,10,True,False,False
1259,1.675,1.375,0.475,39.41997975,15.37960375,8.60407325,11.3398,12,True,False,False
1260,1.1125,0.825,0.3,9.8372765,3.40194,2.381358,2.9766975,11,False,True,False
1261,0.9,0.6625,0.225,6.13766675,2.721552,1.0489315,2.08368825,10,True,False,False
1262,1.55,1.2125,0.5125,34.5580405,10.98543125,7.10154975,10.9145575,14,False,False,True
